Area,Year,Variable,Value_efficiency,Unit,Variable_GDP per capita,Value_GDP per capita,Unit_GDP per capita,Variable_Total population with access to safe drinking-water (JMP),Value_Total population with access to safe drinking-water (JMP),Unit_Total population with access to safe drinking-water (JMP),Variable_Population affected by water related disease,Value_Population affected by water related disease,Unit_Population affected by water related disease,Variable_Gender Inequality Index (GII) [equality = 0; inequality = 1),Value_Gender Inequality Index (GII) [equality = 0; inequality = 1),Unit_Gender Inequality Index (GII) [equality = 0; inequality = 1),Variable_Human Development Index (HDI) [highest = 1],Value_Human Development Index (HDI) [highest = 1],Unit_Human Development Index (HDI) [highest = 1],Variable_Total renewable water resources per capita,Value_Total renewable water resources per capita,Unit_Total renewable water resources per capita,Variable_Agricultural water withdrawal as % of total water withdrawal,Value_Agricultural water withdrawal as % of total water withdrawal,Unit_Agricultural water withdrawal as % of total water withdrawal,Variable_Industrial water withdrawal as % of total water withdrawal,Value_Industrial water withdrawal as % of total water withdrawal,Unit_Industrial water withdrawal as % of total water withdrawal
Andorra,2015,,,,GDP per capita,38869.87078,current US$/inhab,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.85,,Total renewable water resources per capita,4398.851503917,m3/inhab/year,,,,,,
Andorra,2016,,,,GDP per capita,39904.138186,current US$/inhab,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.854,,Total renewable water resources per capita,4350.70306038,m3/inhab/year,,,,,,
Andorra,2017,,,,GDP per capita,40632.206414,current US$/inhab,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.852,,Total renewable water resources per capita,4274.279832604,m3/inhab/year,,,,,,
Andorra,2018,,,,GDP per capita,42904.822577,current US$/inhab,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.857,,Total renewable water resources per capita,4207.270739738,m3/inhab/year,,,,,,
Andorra,2019,,,,GDP per capita,41328.634086,current US$/inhab,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.857,,Total renewable water resources per capita,4133.974300198,m3/inhab/year,,,,,,
Andorra,2020,,,,GDP per capita,37207.175637,current US$/inhab,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.857,,Total renewable water resources per capita,4061.776061776,m3/inhab/year,,,,,,
Andorra,2021,,,,GDP per capita,42066.041564,current US$/inhab,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.857,,Total renewable water resources per capita,3993.218108662,m3/inhab/year,,,,,,
Angola,2005,SDG 6.4.1. Water Use Efficiency,84.817178271,US$/m3,GDP per capita,1900.722637,current US$/inhab,Total population with access to safe drinking-water (JMP),46.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.453,,Total renewable water resources per capita,7629.443874721,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2006,SDG 6.4.1. Water Use Efficiency,93.836267744,US$/m3,GDP per capita,2597.963585,current US$/inhab,Total population with access to safe drinking-water (JMP),46.2,%,,,,,,,Human Development Index (HDI) [highest = 1],0.466,,Total renewable water resources per capita,7360.25679559,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2007,SDG 6.4.1. Water Use Efficiency,108.362425817,US$/m3,GDP per capita,3121.348735,current US$/inhab,Total population with access to safe drinking-water (JMP),46.4,%,,,,,,,Human Development Index (HDI) [highest = 1],0.482,,Total renewable water resources per capita,7097.189991011,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2008,SDG 6.4.1. Water Use Efficiency,118.083638443,US$/m3,GDP per capita,4081.717497,current US$/inhab,Total population with access to safe drinking-water (JMP),46.6,%,,,,,,,Human Development Index (HDI) [highest = 1],0.494,,Total renewable water resources per capita,6841.382545678,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2009,SDG 6.4.1. Water Use Efficiency,117.162399556,US$/m3,GDP per capita,3123.698754,current US$/inhab,Total population with access to safe drinking-water (JMP),46.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.508,,Total renewable water resources per capita,6593.306798383,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2010,SDG 6.4.1. Water Use Efficiency,124.447775847,US$/m3,GDP per capita,3586.663902,current US$/inhab,Total population with access to safe drinking-water (JMP),47.1,%,,,,,,,Human Development Index (HDI) [highest = 1],0.51,,Total renewable water resources per capita,6351.601821335,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2011,SDG 6.4.1. Water Use Efficiency,129.923018564,US$/m3,GDP per capita,4608.155097,current US$/inhab,Total population with access to safe drinking-water (JMP),47.5,%,,,,,,,Human Development Index (HDI) [highest = 1],0.525,,Total renewable water resources per capita,6117.289293907,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2012,SDG 6.4.1. Water Use Efficiency,143.129046724,US$/m3,GDP per capita,5083.82678,current US$/inhab,Total population with access to safe drinking-water (JMP),47.8,%,,,,,,,Human Development Index (HDI) [highest = 1],0.537,,Total renewable water resources per capita,5891.626157105,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2013,SDG 6.4.1. Water Use Efficiency,149.639706246,US$/m3,GDP per capita,5228.511165,current US$/inhab,Total population with access to safe drinking-water (JMP),48.2,%,,,,,,,Human Development Index (HDI) [highest = 1],0.547,,Total renewable water resources per capita,5675.602885562,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2014,SDG 6.4.1. Water Use Efficiency,151.75888709,US$/m3,GDP per capita,5371.216647,current US$/inhab,Total population with access to safe drinking-water (JMP),48.6,%,,,,,,,Human Development Index (HDI) [highest = 1],0.557,,Total renewable water resources per capita,5470.294769635,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2015,SDG 6.4.1. Water Use Efficiency,149.212257589,US$/m3,GDP per capita,4130.930035,current US$/inhab,Total population with access to safe drinking-water (JMP),49.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.565,,Total renewable water resources per capita,5275.934015415,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2016,SDG 6.4.1. Water Use Efficiency,143.815153553,US$/m3,GDP per capita,3468.520357,current US$/inhab,Total population with access to safe drinking-water (JMP),49.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.57,,Total renewable water resources per capita,5090.080359472,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2017,SDG 6.4.1. Water Use Efficiency,142.493175261,US$/m3,GDP per capita,4042.681402,current US$/inhab,Total population with access to safe drinking-water (JMP),49.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.576,,Total renewable water resources per capita,4912.503805204,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2018,SDG 6.4.1. Water Use Efficiency,143.092524846,US$/m3,GDP per capita,3240.862224,current US$/inhab,Total population with access to safe drinking-water (JMP),49.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.574,,Total renewable water resources per capita,4745.226578654,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2019,SDG 6.4.1. Water Use Efficiency,143.244234069,US$/m3,GDP per capita,2569.629791,current US$/inhab,Total population with access to safe drinking-water (JMP),49.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.574,,Total renewable water resources per capita,4586.81738792,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2020,SDG 6.4.1. Water Use Efficiency,124.354186492,US$/m3,GDP per capita,1750.204252,current US$/inhab,Total population with access to safe drinking-water (JMP),49.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.574,,Total renewable water resources per capita,4439.327584264,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Angola,2021,SDG 6.4.1. Water Use Efficiency,118.83937295,US$/m3,GDP per capita,2257.75873,current US$/inhab,Total population with access to safe drinking-water (JMP),49.0,%,,,,,,,Human Development Index (HDI) [highest = 1],0.574,,Total renewable water resources per capita,4300.978785683,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,20.784924908,%,Industrial water withdrawal as % of total water withdrawal,33.947293851,%
Antigua and Barbuda,2005,SDG 6.4.1. Water Use Efficiency,126.794198898,US$/m3,GDP per capita,12708.07799,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,,,,,,,Human Development Index (HDI) [highest = 1],0.773,,Total renewable water resources per capita,651.066120773,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.476190476,%,Industrial water withdrawal as % of total water withdrawal,21.428571429,%
Antigua and Barbuda,2006,SDG 6.4.1. Water Use Efficiency,135.239414237,US$/m3,GDP per capita,14203.917745,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,,,,,,,Human Development Index (HDI) [highest = 1],0.779,,Total renewable water resources per capita,642.808579022,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.508885299,%,Industrial water withdrawal as % of total water withdrawal,21.486268175,%
Antigua and Barbuda,2007,SDG 6.4.1. Water Use Efficiency,138.547277844,US$/m3,GDP per capita,15879.692853,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.784,,Total renewable water resources per capita,634.022629731,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.538461539,%,Industrial water withdrawal as % of total water withdrawal,21.538461538,%
Antigua and Barbuda,2008,SDG 6.4.1. Water Use Efficiency,135.005684792,US$/m3,GDP per capita,16457.104059,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.783,,Total renewable water resources per capita,624.617121716,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.565345081,%,Industrial water withdrawal as % of total water withdrawal,21.585903084,%
Antigua and Barbuda,2009,SDG 6.4.1. Water Use Efficiency,115.633405309,US$/m3,GDP per capita,14530.598694,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.776,,Total renewable water resources per capita,615.137104597,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.58988764,%,Industrial water withdrawal as % of total water withdrawal,21.629213483,%
Antigua and Barbuda,2010,SDG 6.4.1. Water Use Efficiency,101.003038436,US$/m3,GDP per capita,13404.516016,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.772,,Total renewable water resources per capita,606.803197386,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.612382234,%,Industrial water withdrawal as % of total water withdrawal,21.668909825,%
Antigua and Barbuda,2011,SDG 6.4.1. Water Use Efficiency,94.798221639,US$/m3,GDP per capita,13117.14694,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.764,,Total renewable water resources per capita,599.568771691,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.633074935,%,Industrial water withdrawal as % of total water withdrawal,21.705426357,%
Antigua and Barbuda,2012,SDG 6.4.1. Water Use Efficiency,93.457366868,US$/m3,GDP per capita,13686.476584,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.767,,Total renewable water resources per capita,593.106280083,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.652173913,%,Industrial water withdrawal as % of total water withdrawal,21.739130435,%
Antigua and Barbuda,2013,SDG 6.4.1. Water Use Efficiency,93.708221562,US$/m3,GDP per capita,13350.149135,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.767,,Total renewable water resources per capita,587.590539792,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.652173913,%,Industrial water withdrawal as % of total water withdrawal,21.739130435,%
Antigua and Barbuda,2014,SDG 6.4.1. Water Use Efficiency,97.162187102,US$/m3,GDP per capita,14004.811208,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.767,,Total renewable water resources per capita,582.72446098,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.652173913,%,Industrial water withdrawal as % of total water withdrawal,21.739130435,%
Antigua and Barbuda,2015,SDG 6.4.1. Water Use Efficiency,100.597007446,US$/m3,GDP per capita,14861.882712,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,,,,Human Development Index (HDI) [highest = 1],0.77,,Total renewable water resources per capita,578.156791675,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,15.652173913,%,Industrial water withdrawal as % of total water withdrawal,21.739130435,%
