Country,Year,Value - GDP per capita,Unit - GDP per capita,Value - HDI,Unit - HDI,Value - Water Use Efficiency,Unit - Water Use Efficiency,Value - Water Stress,Unit - Water Stress,Value - Total population with access to safe drinking-water,Unit - Total population with access to safe drinking-water,Value - Total renewable water resources per capita,Unit - Total renewable water resources per capita
Bahrain,2006,19057.796816,current US$/inhab,0.793,,55.568598179,US$/m3,191.763322884,%,100.0,%,119.466807281,m3/inhab/year
Bahrain,2007,20883.559977,current US$/inhab,0.796,,59.16375452,US$/m3,187.092476489,%,100.0,%,111.481434497,m3/inhab/year
Bahrain,2008,23155.79457,current US$/inhab,0.796,,61.788640924,US$/m3,182.421630094,%,100.0,%,104.472221647,m3/inhab/year
Bahrain,2009,19448.185167,current US$/inhab,0.794,,62.354541469,US$/m3,177.750783699,%,100.0,%,98.350676119,m3/inhab/year
Bahrain,2010,21186.814332,current US$/inhab,0.796,,63.963861848,US$/m3,173.079937304,%,100.0,%,95.579844188,m3/inhab/year
Bahrain,2011,23741.568778,current US$/inhab,0.798,,64.326481921,US$/m3,168.409090909,%,100.0,%,95.703490785,m3/inhab/year
Bahrain,2012,25102.745957,current US$/inhab,0.8,,65.594087348,US$/m3,163.738244514,%,100.0,%,94.698593154,m3/inhab/year
Bahrain,2013,25790.801182,current US$/inhab,0.807,,68.122980411,US$/m3,159.067398119,%,100.0,%,91.941414297,m3/inhab/year
Bahrain,2014,25464.739813,current US$/inhab,0.81,,70.175366046,US$/m3,154.396551724,%,100.0,%,88.473031742,m3/inhab/year
Bahrain,2015,22795.448859,current US$/inhab,0.834,,71.811379455,US$/m3,137.155172414,%,100.0,%,85.159990662,m3/inhab/year
Bahrain,2016,22867.275451,current US$/inhab,0.839,,73.373916204,US$/m3,133.706896552,%,100.0,%,82.289287992,m3/inhab/year
Bahrain,2017,24349.836845,current US$/inhab,0.839,,76.453022121,US$/m3,133.706896552,%,100.0,%,79.624720455,m3/inhab/year
Bahrain,2018,25415.750064,current US$/inhab,0.838,,77.977679877,US$/m3,133.706896552,%,100.0,%,77.991582288,m3/inhab/year
Bahrain,2019,25869.206184,current US$/inhab,0.838,,78.216085842,US$/m3,133.706896552,%,100.0,%,77.634139747,m3/inhab/year
Bahrain,2020,23501.91514,current US$/inhab,0.838,,74.353061797,US$/m3,133.706896552,%,100.0,%,78.512645612,m3/inhab/year
Bahrain,2021,26562.974041,current US$/inhab,0.838,,76.473232445,US$/m3,133.706896552,%,100.0,%,79.274772512,m3/inhab/year
Bangladesh,2005,408.96344,current US$/inhab,0.506,,,,,,79.8,%,8707.752799093,m3/inhab/year
Bangladesh,2006,490.585384,current US$/inhab,0.514,,,,,,80.6,%,8602.973125398,m3/inhab/year
Bangladesh,2007,563.91541,current US$/inhab,0.521,,,,,,81.3,%,8513.019383494,m3/inhab/year
Bangladesh,2008,653.393789,current US$/inhab,0.524,,3.403007947,US$/m3,5.723339482,%,82.0,%,8437.772514206,m3/inhab/year
Bangladesh,2009,734.878976,current US$/inhab,0.535,,3.659587186,US$/m3,5.723339482,%,82.7,%,8363.838052235,m3/inhab/year
Bangladesh,2010,829.46356,current US$/inhab,0.549,,3.920922702,US$/m3,5.723339482,%,83.5,%,8268.903441734,m3/inhab/year
Bangladesh,2011,899.912128,current US$/inhab,0.559,,4.228666081,US$/m3,5.723339482,%,84.2,%,8168.722391545,m3/inhab/year
Bangladesh,2012,944.503124,current US$/inhab,0.567,,4.588109455,US$/m3,5.723339482,%,84.8,%,8067.767532506,m3/inhab/year
Bangladesh,2013,1130.874771,current US$/inhab,0.572,,4.99725776,US$/m3,5.723339482,%,85.5,%,7966.181216002,m3/inhab/year
Bangladesh,2014,1282.106878,current US$/inhab,0.572,,5.415858452,US$/m3,5.723339482,%,86.2,%,7867.541549522,m3/inhab/year
Bangladesh,2015,1449.562923,current US$/inhab,0.588,,5.982908415,US$/m3,5.723339482,%,86.9,%,7774.390166635,m3/inhab/year
Bangladesh,2016,1651.719965,current US$/inhab,0.599,,6.453326795,US$/m3,5.723339482,%,86.9,%,7679.289779724,m3/inhab/year
Bangladesh,2017,1785.962903,current US$/inhab,0.609,,6.875634894,US$/m3,5.723339482,%,86.9,%,7583.917036608,m3/inhab/year
Bangladesh,2018,1931.80559,current US$/inhab,0.614,,7.368462493,US$/m3,5.723339482,%,86.9,%,7496.348542598,m3/inhab/year
Bangladesh,2019,2111.416793,current US$/inhab,0.614,,7.986628496,US$/m3,5.723339482,%,86.9,%,7413.363990389,m3/inhab/year
Bangladesh,2020,2231.271634,current US$/inhab,0.614,,8.327728631,US$/m3,5.723339482,%,86.9,%,7329.02299665,m3/inhab/year
Bangladesh,2021,2449.906517,current US$/inhab,0.614,,8.896911228,US$/m3,5.723339482,%,86.9,%,7245.271389481,m3/inhab/year
Barbados,2005,14604.261154,current US$/inhab,0.786,,49.923629547,US$/m3,87.5,%,98.4,%,296.871347091,m3/inhab/year
Barbados,2006,15595.636498,current US$/inhab,0.791,,54.823795707,US$/m3,87.5,%,98.5,%,295.83063696,m3/inhab/year
Barbados,2007,17219.058075,current US$/inhab,0.796,,54.758084815,US$/m3,87.5,%,98.7,%,294.720089595,m3/inhab/year
Barbados,2008,17550.662974,current US$/inhab,0.799,,55.665257455,US$/m3,87.5,%,98.8,%,293.432611367,m3/inhab/year
Barbados,2009,16310.470395,current US$/inhab,0.801,,53.853004957,US$/m3,87.5,%,99.0,%,292.193680581,m3/inhab/year
Barbados,2010,16489.79655,current US$/inhab,0.799,,51.4750627,US$/m3,87.5,%,99.1,%,291.215131538,m3/inhab/year
Barbados,2011,16907.209441,current US$/inhab,0.802,,50.551545762,US$/m3,87.5,%,99.3,%,290.395882186,m3/inhab/year
Barbados,2012,16691.332636,current US$/inhab,0.811,,50.304273676,US$/m3,87.5,%,99.4,%,289.64833072,m3/inhab/year
Barbados,2013,16893.606993,current US$/inhab,0.812,,50.335396718,US$/m3,87.5,%,99.6,%,288.949488018,m3/inhab/year
Barbados,2014,16924.19088,current US$/inhab,0.812,,49.857775814,US$/m3,87.5,%,99.7,%,288.295560609,m3/inhab/year
Barbados,2015,16990.218748,current US$/inhab,0.812,,51.303599717,US$/m3,87.5,%,99.7,%,287.683892938,m3/inhab/year
Barbados,2016,17343.726337,current US$/inhab,0.814,,52.028295159,US$/m3,87.5,%,99.7,%,287.099541,m3/inhab/year
Barbados,2017,17843.196496,current US$/inhab,0.813,,51.721479292,US$/m3,87.5,%,99.7,%,286.546293345,m3/inhab/year
Barbados,2018,18224.88809,current US$/inhab,0.813,,50.82600298,US$/m3,87.5,%,99.7,%,286.033008209,m3/inhab/year
Barbados,2019,19002.962381,current US$/inhab,0.813,,51.007989508,US$/m3,87.5,%,99.7,%,285.530730245,m3/inhab/year
Barbados,2020,16643.806579,current US$/inhab,0.813,,44.780558878,US$/m3,87.5,%,99.7,%,285.008888715,m3/inhab/year
Barbados,2021,17225.462304,current US$/inhab,0.813,,43.826763897,US$/m3,87.5,%,99.7,%,284.495021337,m3/inhab/year
Belarus,2005,3143.580395,current US$/inhab,0.724,,,,5.622940013,%,99.5,%,5827.785613583,m3/inhab/year
Belarus,2006,3869.696521,current US$/inhab,0.74,,,,5.51878708,%,99.6,%,5863.469269953,m3/inhab/year
Belarus,2007,4763.617996,current US$/inhab,0.756,,,,5.414634146,%,99.6,%,5892.538418027,m3/inhab/year
Belarus,2008,6416.867039,current US$/inhab,0.774,,,,5.310481213,%,99.6,%,5915.511779633,m3/inhab/year
Belarus,2009,5213.641376,current US$/inhab,0.784,,,,5.20632828,%,99.6,%,5933.770512501,m3/inhab/year
Belarus,2010,5881.142189,current US$/inhab,0.792,,,,5.102175346,%,99.6,%,5949.7954411,m3/inhab/year
Belarus,2011,6362.672653,current US$/inhab,0.798,,29.349927265,US$/m3,5.064820918,%,99.6,%,5964.77936858,m3/inhab/year
Belarus,2012,6776.109917,current US$/inhab,0.803,,29.839943519,US$/m3,5.027466491,%,99.7,%,5972.921312487,m3/inhab/year
Belarus,2013,7793.464734,current US$/inhab,0.808,,31.007894382,US$/m3,4.990112063,%,99.7,%,5974.531161823,m3/inhab/year
Belarus,2014,8130.304574,current US$/inhab,0.811,,30.29591465,US$/m3,5.177982861,%,99.7,%,5972.927474115,m3/inhab/year
Belarus,2015,5819.714748,current US$/inhab,0.811,,31.39713001,US$/m3,4.772577455,%,99.7,%,5968.697429203,m3/inhab/year
Belarus,2016,4915.843488,current US$/inhab,0.812,,30.158852102,US$/m3,4.785761371,%,99.7,%,5964.085697422,m3/inhab/year
Belarus,2017,5637.218565,current US$/inhab,0.815,,32.027383064,US$/m3,4.604482531,%,99.7,%,5964.229456577,m3/inhab/year
Belarus,2018,6191.591741,current US$/inhab,0.817,,33.136172311,US$/m3,4.581410679,%,99.7,%,5971.797028211,m3/inhab/year
Belarus,2019,6658.089989,current US$/inhab,0.817,,34.898467799,US$/m3,4.475939354,%,99.7,%,5985.132682329,m3/inhab/year
Belarus,2020,6370.492501,current US$/inhab,0.817,,35.511374377,US$/m3,4.377059987,%,99.7,%,6010.126908137,m3/inhab/year
Belarus,2021,7121.004689,current US$/inhab,0.817,,33.90457135,US$/m3,4.696769941,%,99.7,%,6044.997962554,m3/inhab/year
Belgium,2005,36660.850579,current US$/inhab,0.889,,55.730604681,US$/m3,78.453316953,%,100.0,%,1740.043575255,m3/inhab/year
Belgium,2006,38542.771054,current US$/inhab,0.896,,57.825333788,US$/m3,77.396191646,%,100.0,%,1729.192405727,m3/inhab/year
Belgium,2007,44144.311088,current US$/inhab,0.899,,60.809231648,US$/m3,76.339066339,%,100.0,%,1717.713578676,m3/inhab/year
Belgium,2008,48033.583624,current US$/inhab,0.899,,62.519624371,US$/m3,75.294840295,%,100.0,%,1706.020742975,m3/inhab/year
Belgium,2009,44560.788062,current US$/inhab,0.899,,62.237162453,US$/m3,73.734643735,%,100.0,%,1694.231724239,m3/inhab/year
Belgium,2010,44213.455857,current US$/inhab,0.903,,67.713495609,US$/m3,73.132678133,%,100.0,%,1682.302735985,m3/inhab/year
Belgium,2011,47705.164241,current US$/inhab,0.904,,73.365515173,US$/m3,62.432432432,%,100.0,%,1670.356816512,m3/inhab/year
Belgium,2012,44980.056937,current US$/inhab,0.905,,78.725632906,US$/m3,65.110565111,%,100.0,%,1658.94020554,m3/inhab/year
Belgium,2013,46981.053793,current US$/inhab,0.908,,84.755912326,US$/m3,59.324324324,%,100.0,%,1648.165038421,m3/inhab/year
Belgium,2014,47838.536913,current US$/inhab,0.91,,93.317453136,US$/m3,55.970515971,%,100.0,%,1637.331443215,m3/inhab/year
Belgium,2015,41086.169114,current US$/inhab,0.913,,102.879537721,US$/m3,49.066339066,%,100.0,%,1626.912077315,m3/inhab/year
Belgium,2016,42038.215346,current US$/inhab,0.915,,100.624254612,US$/m3,51.511551904,%,100.0,%,1617.059750623,m3/inhab/year
Belgium,2017,44162.256259,current US$/inhab,0.917,,95.894406351,US$/m3,53.956764742,%,100.0,%,1607.450277303,m3/inhab/year
Belgium,2018,47455.52332,current US$/inhab,0.919,,102.562201239,US$/m3,51.28992629,%,100.0,%,1598.449416719,m3/inhab/year
Belgium,2019,46551.21074,current US$/inhab,0.919,,107.022451082,US$/m3,51.584766585,%,100.0,%,1589.84335091,m3/inhab/year
Belgium,2020,45426.800422,current US$/inhab,0.919,,94.303254138,US$/m3,51.87960688,%,100.0,%,1582.809888877,m3/inhab/year
Belgium,2021,51165.510219,current US$/inhab,0.919,,99.420096715,US$/m3,51.87960688,%,100.0,%,1576.03476371,m3/inhab/year
Belize,2005,5212.80994,current US$/inhab,0.666,,13.998473369,US$/m3,1.260294485,%,91.1,%,77517.61034329,m3/inhab/year
Belize,2006,5475.649834,current US$/inhab,0.676,,14.622178011,US$/m3,1.260294485,%,92.3,%,75274.738595707,m3/inhab/year
Belize,2007,5707.501664,current US$/inhab,0.678,,15.242993905,US$/m3,1.260294485,%,93.5,%,73135.850161354,m3/inhab/year
Belize,2008,5656.714163,current US$/inhab,0.683,,15.071418754,US$/m3,1.260294485,%,94.7,%,71102.590693916,m3/inhab/year
Belize,2009,5349.611024,current US$/inhab,0.688,,15.087456714,US$/m3,1.260294485,%,96.0,%,69178.886657266,m3/inhab/year
Belize,2010,5397.846703,current US$/inhab,0.693,,15.051053565,US$/m3,1.260294485,%,97.2,%,67474.682247459,m3/inhab/year
Belize,2011,5521.482618,current US$/inhab,0.699,,15.025478895,US$/m3,1.260294485,%,98.5,%,65952.940176854,m3/inhab/year
Belize,2012,5646.587767,current US$/inhab,0.706,,15.251575189,US$/m3,1.260294485,%,99.3,%,64481.292592691,m3/inhab/year
Belize,2013,5888.122833,current US$/inhab,0.707,,15.972088898,US$/m3,1.260294485,%,99.5,%,63054.12430952,m3/inhab/year
Belize,2014,6067.982579,current US$/inhab,0.71,,16.58902026,US$/m3,1.260294485,%,99.5,%,61685.61170477,m3/inhab/year
Belize,2015,6142.26395,current US$/inhab,0.715,,16.95553336,US$/m3,1.260294485,%,99.5,%,60393.863356592,m3/inhab/year
Belize,2016,6148.516587,current US$/inhab,0.722,,17.078607228,US$/m3,1.260294485,%,99.5,%,59170.244450918,m3/inhab/year
Belize,2017,6101.585949,current US$/inhab,0.719,,16.660852157,US$/m3,1.260294485,%,99.5,%,58004.819945929,m3/inhab/year
Belize,2018,6059.241079,current US$/inhab,0.72,,17.025948762,US$/m3,1.260294485,%,99.5,%,56885.459580282,m3/inhab/year
Belize,2019,6210.952945,current US$/inhab,0.72,,17.931412691,US$/m3,1.260294485,%,99.5,%,55857.823924749,m3/inhab/year
Belize,2020,5267.280892,current US$/inhab,0.72,,15.443267854,US$/m3,1.260294485,%,99.5,%,55033.79156844,m3/inhab/year
Belize,2021,6228.700853,current US$/inhab,0.72,,17.952668156,US$/m3,1.260294485,%,99.5,%,54330.789363824,m3/inhab/year
Benin,2005,805.584162,current US$/inhab,0.44,,27.314787023,US$/m3,0.975243811,%,70.3,%,3238.267660553,m3/inhab/year
Benin,2006,836.388352,current US$/inhab,0.447,,27.324703574,US$/m3,0.975243811,%,71.1,%,3140.682959897,m3/inhab/year
Benin,2007,943.395447,current US$/inhab,0.455,,27.642146357,US$/m3,0.975243811,%,72.0,%,3051.656954904,m3/inhab/year
Benin,2008,1094.516531,current US$/inhab,0.462,,28.112447717,US$/m3,0.975243811,%,72.8,%,2963.014860322,m3/inhab/year
Benin,2009,1057.462259,current US$/inhab,0.468,,27.753503781,US$/m3,0.975243811,%,73.7,%,2877.073831667,m3/inhab/year
Benin,2010,1008.505461,current US$/inhab,0.473,,27.388699519,US$/m3,0.975243811,%,74.5,%,2793.860916755,m3/inhab/year
Benin,2011,1097.975503,current US$/inhab,0.479,,28.171732498,US$/m3,0.975243811,%,75.3,%,2713.239663678,m3/inhab/year
Benin,2012,1112.633252,current US$/inhab,0.489,,28.696973806,US$/m3,0.975243811,%,76.2,%,2635.290038683,m3/inhab/year
Benin,2013,1213.950476,current US$/inhab,0.5,,29.990216666,US$/m3,0.975243811,%,77.0,%,2559.9661646,m3/inhab/year
Benin,2014,1249.840095,current US$/inhab,0.505,,30.423084616,US$/m3,0.975243811,%,77.8,%,2486.141105795,m3/inhab/year
Benin,2015,1040.864402,current US$/inhab,0.51,,29.754973491,US$/m3,0.975243811,%,77.9,%,2413.841013766,m3/inhab/year
Benin,2016,1049.820303,current US$/inhab,0.512,,31.581324593,US$/m3,0.975243811,%,77.9,%,2343.676801729,m3/inhab/year
Benin,2017,1095.274459,current US$/inhab,0.515,,33.878839455,US$/m3,0.975243811,%,77.9,%,2275.631880197,m3/inhab/year
Benin,2018,1194.438214,current US$/inhab,0.52,,36.107668358,US$/m3,0.975243811,%,77.9,%,2210.091332296,m3/inhab/year
Benin,2019,1170.965533,current US$/inhab,0.52,,39.122798995,US$/m3,0.975243811,%,77.9,%,2147.196635044,m3/inhab/year
Benin,2020,1240.733155,current US$/inhab,0.52,,40.534768266,US$/m3,0.975243811,%,77.9,%,2087.30074049,m3/inhab/year
Benin,2021,1360.911474,current US$/inhab,0.52,,42.208075418,US$/m3,0.975243811,%,77.9,%,2030.484973526,m3/inhab/year
Bhutan,2005,1201.433647,current US$/inhab,0.512,,,,,,90.4,%,117589.771498953,m3/inhab/year
Bhutan,2006,1299.631248,current US$/inhab,0.524,,,,,,91.5,%,115854.201942786,m3/inhab/year
Bhutan,2007,1714.031073,current US$/inhab,0.539,,,,,,92.7,%,114434.269249164,m3/inhab/year
Bhutan,2008,1780.112215,current US$/inhab,0.547,,3.247327534,US$/m3,1.413807531,%,93.8,%,113086.582277013,m3/inhab/year
Bhutan,2009,1768.746518,current US$/inhab,0.559,,3.478571017,US$/m3,1.413807531,%,94.9,%,111799.426096279,m3/inhab/year
Bhutan,2010,2194.112513,current US$/inhab,0.571,,3.882382277,US$/m3,1.413807531,%,96.0,%,110557.379279846,m3/inhab/year
Bhutan,2011,2491.270771,current US$/inhab,0.581,,4.17756658,US$/m3,1.413807531,%,97.0,%,109346.152066853,m3/inhab/year
Bhutan,2012,2470.06776,current US$/inhab,0.591,,4.332350241,US$/m3,1.413807531,%,98.0,%,108161.326778942,m3/inhab/year
Bhutan,2013,2409.430145,current US$/inhab,0.594,,4.459916068,US$/m3,1.413807531,%,99.1,%,107012.178809119,m3/inhab/year
Bhutan,2014,2589.892659,current US$/inhab,0.601,,4.686801287,US$/m3,1.413807531,%,100.0,%,105926.88057559,m3/inhab/year
Bhutan,2015,2695.636142,current US$/inhab,0.606,,5.068934403,US$/m3,1.413807531,%,100.0,%,104941.111891442,m3/inhab/year
Bhutan,2016,2879.553678,current US$/inhab,0.61,,5.465260471,US$/m3,1.413807531,%,100.0,%,104033.151897738,m3/inhab/year
Bhutan,2017,3240.706601,current US$/inhab,0.615,,5.66710351,US$/m3,1.413807531,%,100.0,%,103158.092421716,m3/inhab/year
Bhutan,2018,3210.707756,current US$/inhab,0.617,,5.738084997,US$/m3,1.413807531,%,100.0,%,102349.310323109,m3/inhab/year
Bhutan,2019,3303.979736,current US$/inhab,0.617,,6.166020292,US$/m3,1.413807531,%,100.0,%,101634.093808269,m3/inhab/year
Bhutan,2020,2997.306607,current US$/inhab,0.617,,5.519223225,US$/m3,1.413807531,%,100.0,%,100970.089552703,m3/inhab/year
Bhutan,2021,3062.914976,current US$/inhab,0.617,,5.323417339,US$/m3,1.413807531,%,100.0,%,100323.349873824,m3/inhab/year
Bolivia (Plurinational State of),2005,1018.313432,current US$/inhab,0.632,,7.365364351,US$/m3,1.151976359,%,82.9,%,61211.074981647,m3/inhab/year
Bolivia (Plurinational State of),2006,1200.068154,current US$/inhab,0.638,,7.413748239,US$/m3,1.160471684,%,83.7,%,60150.924327936,m3/inhab/year
Bolivia (Plurinational State of),2007,1351.032762,current US$/inhab,0.638,,7.68455557,US$/m3,1.168967009,%,84.6,%,59107.302614561,m3/inhab/year
Bolivia (Plurinational State of),2008,1687.581865,current US$/inhab,0.647,,8.043169859,US$/m3,1.177001127,%,85.4,%,58093.679195166,m3/inhab/year
Bolivia (Plurinational State of),2009,1725.149897,current US$/inhab,0.651,,8.613800919,US$/m3,1.177001127,%,86.2,%,57106.944293967,m3/inhab/year
Bolivia (Plurinational State of),2010,1922.064684,current US$/inhab,0.656,,9.02290691,US$/m3,1.183554927,%,86.9,%,56146.418905106,m3/inhab/year
Bolivia (Plurinational State of),2011,2304.982296,current US$/inhab,0.66,,9.138509864,US$/m3,1.190108726,%,87.7,%,55212.237186384,m3/inhab/year
Bolivia (Plurinational State of),2012,2562.466784,current US$/inhab,0.663,,9.343324859,US$/m3,1.196662525,%,88.5,%,54306.192504856,m3/inhab/year
Bolivia (Plurinational State of),2013,2853.797161,current US$/inhab,0.673,,9.789412151,US$/m3,1.203216325,%,89.2,%,53428.404867048,m3/inhab/year
Bolivia (Plurinational State of),2014,3022.462884,current US$/inhab,0.678,,10.331705891,US$/m3,1.209770124,%,90.0,%,52578.609830716,m3/inhab/year
Bolivia (Plurinational State of),2015,2975.648812,current US$/inhab,0.685,,11.05948602,US$/m3,1.216323923,%,90.0,%,51757.944145604,m3/inhab/year
Bolivia (Plurinational State of),2016,3013.502708,current US$/inhab,0.692,,12.200346651,US$/m3,1.222877723,%,90.0,%,50963.263389066,m3/inhab/year
Bolivia (Plurinational State of),2017,3280.01179,current US$/inhab,0.7,,12.675536438,US$/m3,1.229431522,%,90.0,%,50194.424693628,m3/inhab/year
Bolivia (Plurinational State of),2018,3471.006951,current US$/inhab,0.703,,13.185523003,US$/m3,1.235985321,%,90.0,%,49453.32110498,m3/inhab/year
Bolivia (Plurinational State of),2019,3472.38083,current US$/inhab,0.703,,13.544265803,US$/m3,1.242539121,%,90.0,%,48737.7640829,m3/inhab/year
Bolivia (Plurinational State of),2020,3068.812555,current US$/inhab,0.703,,12.454435249,US$/m3,1.245288557,%,90.0,%,48089.1596478,m3/inhab/year
Bolivia (Plurinational State of),2021,3345.196589,current US$/inhab,0.703,,13.320639869,US$/m3,1.2429031,%,90.0,%,47518.633264765,m3/inhab/year
Bosnia and Herzegovina,2005,2741.080141,current US$/inhab,0.7,,,,2.514608234,%,98.3,%,9159.08152242,m3/inhab/year
Bosnia and Herzegovina,2006,3170.174873,current US$/inhab,0.706,,,,2.525896414,%,98.5,%,9240.809583631,m3/inhab/year
Bosnia and Herzegovina,2007,3936.932465,current US$/inhab,0.713,,,,2.586985392,%,98.7,%,9356.576900084,m3/inhab/year
Bosnia and Herzegovina,2008,4846.792109,current US$/inhab,0.72,,,,2.602257636,%,98.8,%,9509.579570076,m3/inhab/year
Bosnia and Herzegovina,2009,4542.310912,current US$/inhab,0.72,,,,2.854581673,%,99.0,%,9670.556379344,m3/inhab/year
Bosnia and Herzegovina,2010,4506.933663,current US$/inhab,0.714,,,,2.891102258,%,99.2,%,9839.70981515,m3/inhab/year
Bosnia and Herzegovina,2011,4980.906153,current US$/inhab,0.722,,,,2.812749004,%,99.4,%,10018.321506371,m3/inhab/year
Bosnia and Herzegovina,2012,4688.345895,current US$/inhab,0.741,,,,2.906374502,%,99.5,%,10205.820093436,m3/inhab/year
Bosnia and Herzegovina,2013,5025.240686,current US$/inhab,0.748,,,,2.8937583,%,99.7,%,10366.105984726,m3/inhab/year
Bosnia and Herzegovina,2014,5196.969422,current US$/inhab,0.754,,,,2.738379814,%,99.9,%,10501.060187037,m3/inhab/year
Bosnia and Herzegovina,2015,4599.922814,current US$/inhab,0.755,,,,2.778884462,%,99.9,%,10640.338402485,m3/inhab/year
Bosnia and Herzegovina,2016,4858.668685,current US$/inhab,0.765,,,,2.786188579,%,99.9,%,10772.809772863,m3/inhab/year
Bosnia and Herzegovina,2017,5255.950279,current US$/inhab,0.767,,,,2.662018592,%,99.9,%,10901.077229917,m3/inhab/year
Bosnia and Herzegovina,2018,5936.153655,current US$/inhab,0.769,,,,2.071713147,%,99.9,%,11028.993311724,m3/inhab/year
Bosnia and Herzegovina,2019,6011.41726,current US$/inhab,0.769,,,,2.028552457,%,99.9,%,11158.353098496,m3/inhab/year
Bosnia and Herzegovina,2020,6012.166078,current US$/inhab,0.769,,,,1.999521912,%,99.9,%,11300.602970039,m3/inhab/year
Bosnia and Herzegovina,2021,7143.283961,current US$/inhab,0.769,,,,2.034840637,%,99.9,%,11464.583760707,m3/inhab/year
Botswana,2005,5156.081083,current US$/inhab,0.598,,46.645896243,US$/m3,2.043862234,%,95.3,%,6466.586397874,m3/inhab/year
Botswana,2006,5137.390643,current US$/inhab,0.612,,51.178910243,US$/m3,2.046904262,%,95.4,%,6346.230422086,m3/inhab/year
Botswana,2007,5372.327145,current US$/inhab,0.625,,54.065895732,US$/m3,2.049946289,%,95.5,%,6222.746885195,m3/inhab/year
